是的1,是的2,不是1,不是2,是1,是2,否1,否2,对1,对2,错1,错2,同意1,同意2,反对1,反对2,正确1,正确2,错误1,错误2,
0.9663872542640499,0.9687229440484854,0.03361274573595006,0.03127705595151463,0.6680166194546389,0.6515837352279372,0.33198338054536114,0.3484162647720628,0.7185944060864478,0.729862328681749,0.2814055939135522,0.27013767131825095,0.11331754927503426,0.18313863764994323,0.8866824507249658,0.8168613623500568,0.8437235433343376,0.8276424146629147,0.15627645666566234,0.17235758533708537,
0.9454582940986226,0.9474035341984103,0.054541705901377455,0.052596465801589755,0.846894898849143,0.847201982189724,0.15310510115085701,0.15279801781027605,0.7290055214667435,0.5711287429753193,0.27099447853325653,0.42887125702468065,0.2464527368106348,0.22307612460273418,0.7535472631893652,0.7769238753972658,0.8702545762508157,0.8648947852801651,0.12974542374918427,0.13510521471983497,
0.9426628878439763,0.9422904010524024,0.05733711215602361,0.057709598947597654,0.8037005214237338,0.843061301638396,0.19629947857626612,0.156938698361604,0.781775115828519,0.6640565049572018,0.218224884171481,0.33594349504279825,0.13196661005038898,0.16655488068248386,0.868033389949611,0.8334451193175162,0.6779481135190792,0.5976078726855142,0.3220518864809208,0.40239212731448587,
0.8981443843730854,0.9316504105269097,0.10185561562691454,0.0683495894730903,0.7380710054092208,0.8207574858858525,0.2619289945907792,0.17924251411414746,0.6650239960034531,0.6434288228948367,0.3349760039965469,0.35657117710516334,0.029423551510580407,0.07525189484040685,0.9705764484894196,0.9247481051595932,0.7769240668701157,0.727717396152089,0.22307593312988427,0.2722826038479111,
0.9380822192595825,0.9469364399299622,0.061917780740417504,0.05306356007003781,0.7541557367189545,0.7894361315649656,0.2458442632810456,0.21056386843503444,0.6896772072635573,0.6089042283278369,0.3103227927364427,0.39109577167216314,0.038321970911385735,0.04810693055852239,0.9616780290886142,0.9518930694414777,0.923760657515502,0.8939899853143825,0.07623934248449803,0.1060100146856175,
0.8929641675073271,0.8947146019425939,0.10703583249267291,0.10528539805740608,0.7905371258207685,0.7657333932038234,0.20946287417923146,0.2342666067961766,0.6493810135502105,0.6374322576581977,0.3506189864497895,0.36256774234180233,0.0922688506241867,0.11529503361727116,0.9077311493758133,0.8847049663827289,0.8247601442111885,0.8270225336601181,0.17523985578881152,0.1729774663398819,
0.9702466006186139,0.9815145775299062,0.029753399381386086,0.018485422470093715,0.642668161769301,0.6770515446825235,0.357331838230699,0.32294845531747657,0.5922475191627959,0.5432942143028052,0.407752480837204,0.4567057856971948,0.007318969814481062,0.013940783948463212,0.9926810301855189,0.9860592160515368,0.6698408053665119,0.6191900173745406,0.3301591946334881,0.3808099826254594,
0.8652748559825876,0.9035714703212601,0.13472514401741248,0.09642852967873994,0.6907080909204941,0.6982355948410571,0.30929190907950593,0.30176440515894287,0.6130307002986588,0.519521337326891,0.3869692997013412,0.48047866267310896,0.10468056115864705,0.13574054659945692,0.895319438841353,0.8642594534005431,0.8609156546424858,0.8334451064969849,0.13908434535751424,0.1665548935030151,
0.9618593408123955,0.9651534185257666,0.03814065918760446,0.03484658147423334,0.7359977267084222,0.7244502373028023,0.2640022732915778,0.2755497626971976,0.7704647892654636,0.7433336139243749,0.22953521073453642,0.25666638607562514,0.08808542179689687,0.10366795903181084,0.9119145782031032,0.8963320409681892,0.8677844588311688,0.8529354829802326,0.13221554116883116,0.14706451701976744,
0.9616205857747288,0.9662182434993386,0.03837941422527125,0.03378175650066143,0.8415044216474008,0.8219646033870405,0.15849557835259923,0.17803539661295956,0.7898106838348455,0.8496388810734051,0.2101893161651545,0.15036111892659484,0.27400595017379276,0.3452033555141963,0.7259940498262072,0.6547966444858038,0.8844834683000341,0.8607857784776685,0.1155165316999659,0.13921422152233148,
